,Astrocytes,"Astrocytes, cycling",B cells,DE,DI,Ependymal cells,"Infiltrating, bordering leukocytes",Mature oligodendrocytes (MOL),"Mature oligodendrocytes (MOL), ischemic",Microglia,Myelin forming oligodendrocytes (MFOL),"Myeloid, dividing","NK, T cells",Newly formed oligodendrocytes (NFOL),Oligodendrocytes precursor cells (OPC),"Oligodendrocytes precursor cells (OPC), differentiating",Pericytes,Peripheral macrophages,VE,VI,Vascular endothelial cells,Vascular leptomeningeal cells
Kcnk1,1.1029047,0.5144051,0.0016240242,0.19023675,0.38275596,0.17540553,0.00026637127,3.797601e-05,0.00014079234,1.7871072e-05,1.9793892e-05,0.00019413845,0.001031206,0.00977444,0.19425392,0.08017884,0.039021578,3.552275e-05,0.6599625,0.78944343,0.016939506,0.014992468
Slc35f3,0.0630295,0.1131609,0.002637216,1.669578,2.0793629,0.13802667,0.0007776287,4.031073e-05,0.00024613706,2.707409e-05,4.7811496e-05,0.00023709226,0.0005600616,0.059858736,0.10208943,0.054418754,0.015156383,0.0004146652,3.837847,3.8560743,0.006905632,0.013365404
Tarbp1,0.084252864,0.21581659,0.035421018,0.24938962,0.35771993,0.104813434,0.05077949,0.098870054,0.1457914,0.038291287,0.07338438,0.06628578,0.041172028,0.07523282,0.12554829,0.08313406,0.07763228,0.050357368,0.5422623,0.5550898,0.06597347,0.0983147
Irf2bp2,0.5891291,1.0395626,0.12427093,0.00014579706,0.0017665534,0.20231085,0.40072578,0.28307933,0.37006584,0.3141732,0.1493051,0.43140864,0.16802655,0.014467981,0.03849633,0.11574137,0.29339483,0.4515892,0.0030763715,0.00047202228,0.5767141,0.3497802
Tomm20,0.05908535,0.15657131,0.0021443288,0.0617546,0.10046159,0.0058059064,0.002780947,0.031019585,0.07607227,0.002489882,0.007589138,0.026843911,0.0018481779,0.07953799,0.030136444,0.021674335,0.0022916158,0.020573061,0.1878033,0.17860702,0.006796998,0.008149463
Rbm34,0.15847822,0.34069306,0.052738965,0.19240633,0.23193598,0.09574096,0.10653405,0.14911139,0.23773614,0.10212786,0.10409373,0.16891272,0.06696445,0.16168399,0.119839154,0.11187486,0.06685788,0.138398,0.3611384,0.37427905,0.09478766,0.09815667
Pard3,2.931917,5.114749,0.11340099,2.09537,3.0098288,1.8531917,0.018715972,5.96916,10.460037,0.00063032325,3.0262256,0.029856432,0.1094926,2.962157,2.3736777,2.3116844,2.8013222,0.0056310245,4.6103873,4.3695617,3.7680955,3.7132585
Nrp1,1.7210609,3.2501452,0.46693367,4.2380815,4.197677,0.30340075,3.4066155,0.0012952304,0.020342672,3.0786557,0.00015360562,6.0169816,0.97229743,0.036664292,0.23938179,1.1633716,1.8491076,5.415423,1.3830975,1.5992367,2.51443,4.540105
Itgb1,1.0230618,3.1867268,0.23966356,0.5161212,0.7507425,0.47607422,0.804389,0.04560083,0.102941826,0.6075724,0.054413997,1.290345,1.5815822,0.81440014,0.84499955,1.0183891,1.6987591,0.9921764,1.2414185,1.105504,2.1163025,1.9852333
Ccdc7b,0.035496,0.03920255,0.0014586218,0.030632364,0.040279247,0.0043269843,0.00205218,0.017146256,0.04833213,0.0004776082,0.008232276,0.0026943507,0.0016313758,0.017986307,0.010423455,0.028607307,0.0034502875,0.0011241998,0.14484365,0.15733974,0.0033166683,0.0042396327
LOC120096906-4,0.0027931603,0.007466856,0.001598007,0.09368598,0.09150818,0.0037572738,0.008611095,0.00020031106,0.00096846937,0.03736682,1.4278256e-05,0.015022777,0.0010600189,0.0014577846,0.00650417,0.004595908,0.0029623301,0.0033558079,0.2288404,0.26743987,0.0012536653,0.0015780048
Flnb,0.5666902,1.2494788,0.13020913,1.5827359,1.7812458,0.7285581,0.1679005,2.3379889,2.2827423,0.08566408,1.0404493,0.29890618,0.14297605,1.333861,1.1559811,1.2034352,0.33119312,0.118654974,3.6672876,3.5615127,2.5046833,1.3576524
Dnase1l3,0.0044597946,0.022753818,0.009743743,0.0008614649,0.0020650558,0.0054949005,0.023743555,0.00022332279,0.0006943101,0.00049326755,4.5539415e-05,0.0010658599,0.0012867817,0.00012561394,0.00046641775,0.0013816428,0.0012366239,0.0005610096,0.0030029875,0.0023274433,0.0013262931,0.0009091381
Abhd6,0.83769345,0.7785943,0.06624054,0.42237443,0.7119652,0.27626976,0.08230018,0.28790206,0.488899,0.14750168,0.14042112,0.11312398,0.05726157,0.26032227,0.3370729,0.36361164,0.07887636,0.050669845,1.2643293,1.4879072,0.19222198,0.17490785
Rpp14,0.15742181,0.14891206,0.07252822,0.11167689,0.1299716,0.061257225,0.06405004,0.08620807,0.14275508,0.0679755,0.05624549,0.08720374,0.041168813,0.105565034,0.09968757,0.101719745,0.05015177,0.074470155,0.20508146,0.19951181,0.07088234,0.078598484
Pxk,0.8044038,1.3838363,0.82320225,0.85074204,1.269387,0.24174301,0.38248998,0.77261585,1.2674036,0.33799776,0.55873567,0.5486212,0.22490619,0.63328105,0.7044626,1.2352184,0.25637302,0.34468096,2.274509,2.5470195,0.565375,0.5154098
Pdhb,0.19209605,0.23120777,0.016640017,0.2586041,0.37325034,0.094972186,0.020777982,0.034348186,0.09662745,0.013466734,0.014614776,0.055572234,0.0055589494,0.10691897,0.12671667,0.1074478,0.088941075,0.035310443,0.6379437,0.74334425,0.07833529,0.104280636
Kctd6,0.13435264,0.12717503,0.0056949467,0.03423901,0.08427203,0.06500618,0.023371354,0.07534159,0.12024651,0.017751519,0.037150566,0.028481714,0.0068940767,0.038497943,0.05414179,0.061866608,0.04753215,0.025045542,0.16469462,0.18016677,0.059030995,0.055768736
Fam107a,0.64398265,0.3991262,0.012866363,5.5722663e-05,6.908793e-05,0.05701798,0.0003558016,0.002502744,0.004338304,1.9483225e-05,0.0009083505,0.00037361632,0.008537953,0.0013953554,0.012756827,0.061165996,0.031821247,5.7833295e-05,0.0002943413,8.1234335e-05,0.24255347,0.05037857
Fhit,5.6722918,4.9726434,0.5386507,1.146451,1.7552898,3.1570954,0.50085825,1.7956392,1.9483963,0.70483106,0.5221828,0.45424148,0.36342445,1.3866509,2.492652,3.850241,0.673911,0.35959253,4.024254,4.410281,0.5368388,2.3317542
Ptprg,5.7231364,10.469865,0.18561964,7.297545,8.757962,2.580116,0.023210527,8.730486e-05,0.0074290955,0.0042497595,0.0020293014,0.04059453,0.12723152,1.1887969,5.6712847,3.4172757,2.465845,0.010092279,10.480835,10.548409,25.173414,2.1267173
Cadps,9.189326,9.427846,0.0053569144,9.558724,15.235809,1.4400709,0.00030514866,0.23156525,0.1182127,1.9468274e-05,1.0962077,0.00019500026,0.010239518,2.154257,4.7774916,7.5147276,0.19305144,3.408595e-05,27.56454,30.856392,0.05571622,0.089224845
Synpr,0.07433975,0.23056106,0.0035531365,2.6956317,1.249525,0.39104408,0.0007852533,0.106235646,0.077516176,3.0101213e-05,0.6417053,0.00084726745,0.007666167,7.049617,0.44044977,3.586278,0.042898726,6.104812e-05,1.9405465,1.5573158,0.013162831,0.029923122
Sntn,0.0003649334,0.004090368,0.0014951682,0.0002768116,0.00033161548,0.05156775,0.00043745415,3.4445937e-05,6.378147e-05,0.0001342127,2.8696308e-05,0.0004405889,0.00042619556,0.0002432965,0.00020053281,0.00036452882,0.00080750836,6.815728e-05,0.000108412896,0.00012980428,0.00011503209,0.00011906305
Thoc7,0.465421,0.9882836,0.035004396,0.7783622,1.0175489,0.2232479,0.08920787,0.1618101,0.36314997,0.045354392,0.06605036,0.18341687,0.032515172,0.2774196,0.3209101,0.30204108,0.15883803,0.09762713,1.5631317,1.6447438,0.17243516,0.22184443
Atxn7,1.830136,3.1876292,0.49737722,1.4059871,1.7535284,0.9017255,1.0767337,0.6993595,1.2187266,0.844862,0.46377176,1.2937434,0.5583829,0.8236435,0.7384633,1.0292497,0.6966809,1.1025084,2.5794966,2.7687175,1.037315,0.95902836
Psmd6,0.036228713,0.079451844,0.006235036,0.014225804,0.027508117,0.014399208,0.0033336417,0.0075301346,0.021172043,0.00024298452,0.0042150975,0.0031330502,0.0010931724,0.040070683,0.0122393295,0.0052566337,0.024128268,0.0013101719,0.06515104,0.0629727,0.07470624,0.043512408
Slc4a7,0.5142248,1.5861378,0.8052063,1.3138803,1.7163597,0.29031557,0.5943535,0.24944328,1.1284331,0.4765598,0.03744332,0.51969135,0.42530283,0.39937323,0.61144304,0.55672246,0.27599797,0.3419765,2.4257855,2.8107908,0.31255734,0.51880044
Nek10,0.022850411,0.093006805,0.0028322753,0.43406084,0.11031923,0.36796778,0.005008514,0.0008036053,0.0076697255,0.0010344118,3.6085967e-05,0.005325723,0.0034133836,0.00569969,0.01576622,0.029433966,0.0064603374,0.0066254195,0.117191486,0.059089225,0.0036659604,0.012018466
Lrrc3b,0.014164636,0.023820778,0.0015632805,2.1515632,1.3218862,0.02744104,0.000259735,2.531489e-05,6.961457e-05,1.7236858e-05,3.517915e-05,0.00017820498,0.00047419648,0.008820989,0.050967034,0.025124265,0.00677564,3.4269004e-05,1.8591877,1.534428,0.0067193145,0.005678329
Oxsm,0.073373176,0.12928611,0.014494544,0.018167105,0.035618287,0.034254275,0.020018531,0.02694884,0.050222505,0.016468158,0.013097482,0.028316453,0.008683056,0.015536366,0.014987264,0.0230413,0.009882154,0.024165342,0.0949693,0.11360292,0.029580666,0.029180704
Ngly1,0.60034233,0.8219215,0.1528065,0.40972972,0.49968708,0.2838042,0.27914262,0.5344284,0.9382925,0.20446675,0.33163688,0.27526516,0.2340492,0.5286982,0.3671442,0.38378024,0.27930963,0.27823684,0.8732915,0.8716465,0.41834992,0.5282006
Top2b,0.9027521,1.0182301,0.49485007,1.3163146,1.5176553,0.5824154,0.4735405,0.8947972,1.746811,0.33439407,0.6020342,0.52004236,0.54397255,1.5147226,1.3512043,1.1449704,0.807935,0.46799344,1.865225,1.8576322,0.87574023,1.1202713
Rarb,1.1061391,1.6619874,0.020545712,0.2764093,0.62554705,0.3925684,0.056314167,0.00014836057,0.010389096,0.0020251076,0.002995958,0.017308079,0.023607448,0.17523645,0.55798507,0.70231086,0.38710117,0.006581749,1.1803359,2.0176618,0.06874685,1.5517389
Thrb,4.7119317,3.3259084,0.01895277,3.1916678,3.7155252,1.3691128,0.020536099,0.00520441,0.016987175,0.00038394125,0.025245061,0.021257654,0.030785039,0.6330618,1.8202345,2.1271687,0.4373819,0.0142533025,6.690703,8.0531225,0.3578484,1.1955106
Nr1d2,0.816024,0.9538651,0.06384213,0.6165879,0.7160919,0.31796882,0.13963549,0.2200765,0.4726997,0.14016703,0.10305541,0.15741703,0.05722419,0.112805404,0.37267587,0.44420782,0.48709586,0.21579023,0.9943862,1.0846623,0.5213418,0.57450205
Rpl15,0.047108762,0.074096225,0.010195698,4.331248e-05,6.4179294e-05,0.017362906,0.004576652,4.6296813e-05,6.552997e-05,0.0011109307,5.478911e-05,0.0028203684,0.013362505,5.0229337e-05,0.00020839396,0.0010195213,0.018142352,0.0018795712,0.00037480047,9.2619506e-05,0.1865927,0.038230162
Nkiras1,0.15147135,0.17198135,0.0056216447,0.06110287,0.17523724,0.049775336,0.0008187823,0.012213913,0.031666227,9.359006e-05,0.008706104,0.0013011534,0.0008818695,0.047003485,0.04390331,0.06669423,0.010067458,0.00017723248,0.46370307,0.5695825,0.013092147,0.035920884
Ube2e1,0.82891923,1.1160342,0.20801087,0.5638973,0.74640596,0.30053604,0.46475455,0.32927737,0.56756884,0.41033858,0.22318886,0.47363925,0.2557279,0.5426525,0.4198595,0.540643,0.38834184,0.46160164,1.1182046,1.1417407,0.34053957,0.40593544
Ube2e2,5.7909966,8.625592,0.11334359,6.143706,11.647908,3.5298984,0.08071321,9.918881,17.042185,0.034591675,6.838189,0.30486792,0.0702942,7.7572846,4.4520454,5.1608562,2.1748018,0.09534908,17.47212,17.065489,1.6218544,3.7216187
Nid2,0.42744604,0.665453,0.008278685,0.0009208224,0.0013046883,0.08517389,0.012037334,3.840932e-05,0.000670726,0.001315972,1.6208169e-05,0.012114426,0.011879394,0.012084219,0.036791284,0.36211494,0.11996932,0.0012415391,0.0011030578,0.00039073662,0.24233145,0.3798296
Rtraf,0.045208566,0.075886525,0.003918294,9.139059e-05,0.00015691106,0.016956218,0.0030878524,0.02528349,0.08828187,0.0008355184,0.0063840044,0.00822052,0.005505392,0.017715996,0.0071034627,0.02901227,0.033257928,0.001189523,0.0006900668,0.00014923571,0.15052272,0.056646504
Kcnk5,0.006757623,0.096955754,0.060158923,0.0007063445,0.00021055526,0.007486103,0.00084971637,0.09115355,0.21268567,0.00012851018,0.021137532,0.0025382666,0.100506425,0.016606035,0.01516331,0.039342377,0.011206629,0.00034445754,0.0011576668,0.00017883537,0.0071573565,0.47076094
Nudt13,0.3438847,0.62562627,0.08253277,0.16146527,0.20172133,0.16267994,0.17245293,0.29686114,0.48228377,0.14782196,0.18972613,0.27484328,0.075499475,0.2278313,0.18253767,0.23002206,0.15572107,0.21953325,0.37666637,0.38583016,0.16991688,0.16099276
Ecd,0.309201,0.67359656,0.12160933,0.40163296,0.5054376,0.1552178,0.15878652,0.2579118,0.45508617,0.14778347,0.16876137,0.23595776,0.095120184,0.32999116,0.25331417,0.23032004,0.1317876,0.19218616,0.8050002,0.82934684,0.16370387,0.19999777
Fam149b1,0.5641698,0.65287775,0.21934548,0.6492806,0.8022798,0.3449478,0.22552875,0.48001027,0.815509,0.22548084,0.29509994,0.32850876,0.18177508,0.51545906,0.39486963,0.40263033,0.2810591,0.24391912,1.2707998,1.3826005,0.31294686,0.41616493
Mrps16,0.04420391,0.058359,0.0025341732,3.665989e-05,0.00020096521,0.022038436,0.0013438241,8.240494e-05,0.0005036896,0.00014828825,0.00018143363,0.0014840777,0.007975237,0.0012703966,0.0008065972,0.0022003164,0.012455603,0.000888677,0.0009269136,0.0003396882,0.07455157,0.031414658
Cfap70,0.07258998,0.14480568,0.0043237214,0.06919657,0.055856854,1.4512075,0.00031192246,0.0024594462,0.009956583,1.9427884e-05,0.0006690935,0.00046828736,0.0018893722,0.0009790211,0.0059127873,0.02594152,0.006673404,4.093265e-05,0.0511943,0.033771165,0.00399834,0.02117277
Anxa7,0.42132354,0.42065138,0.124035805,0.31637332,0.39328346,0.1603959,0.2205684,0.056197196,0.27841038,0.21455535,0.0028327652,0.26170674,0.11495265,0.030389542,0.09344799,0.2805573,0.2331486,0.28164703,0.66183484,0.5765434,0.5631706,0.37178
Mss51,0.04473568,0.09030533,0.053586803,0.10562698,0.14174375,0.05274353,0.06629627,0.03072285,0.052469864,0.055676337,0.014562368,0.11604831,0.06387399,0.08723613,0.11000407,0.089907065,0.072986245,0.06262552,0.25335783,0.29002413,0.07752453,0.106067605
Ppp3cb,0.62433994,1.2632452,0.34326202,1.2587748,1.3990667,0.52252305,0.5567815,0.23066832,0.45330623,0.497958,0.10288324,0.9417502,0.42089388,0.891801,0.93940896,0.7928303,0.6363304,0.63138384,1.9494928,1.914329,0.6837603,0.8604483
